LEVEL UP,LEVEL UP!,레벨 업!,レベルアップ！,升级！,升級！,NIVEAU SUPÉRIEUR！,¡SUBE DE NIVEL!,LIVELLO SUPERIORE,STUFENAUFSTIEG!,LEVEL UP!,Уровень повышен!,LEVEL UP!,Tăng cấp!,เลเวลอัป!,SEVİYE ATLADIN!
Chat1,Move just one stick to complete the formula.,하나만 옮겨서 공식을 완성하세요.,1本だけ動かして式を完成させてください。,移动一根火柴完成公式。,移動一根火柴完成公式。,Déplacez un seul bâton pour compléter la formule.,Mueve solo un palito para completar la fórmula.,Sposta solo un fiammifero per completare la formula.,"Bewege nur ein Stäbchen, um die Formel zu vervollständigen.",Mova um palito para completar a fórmula.,"Переместите одну палочку, чтобы решить формулу.",Pindahkan satu stik untuk menyelesaikan rumus.,Di chuyển 1 que để hoàn thành công thức.,ขยับไม้เพียง 1 อันเพื่อแก้สมการ,Formülü tamamlamak için bir çöpşişi hareket ettirin.
Chat2,The formula cannot be completed because it is not recognized.,인식할 수 없어 공식을 완성할 수 없습니다.,認識できず、式を完成できません。,无法识别，无法完成公式。,無法識別，無法完成公式。,La formule ne peut pas être complétée car elle n’est pas reconnue.,La fórmula no puede completarse porque no se reconoce.,La formula non può essere completata perché non è riconosciuta.,"Die Formel kann nicht vervollständigt werden, da sie nicht erkannt wird.",A fórmula não pôde ser concluída.,Формула не может быть завершена.,Rumus tidak dapat diselesaikan.,Không thể hoàn thành công thức.,ไม่สามารถแก้สมการได้,Formül tamamlanamadı.
Chat3,There is no equal sign (=).,등호(=)가 없습니다.,等号（=）がありません。,没有等号（=）。,沒有等號（=）。,Il n’y a pas de signe égal (=).,No hay signo igual (=).,Non c’è il segno uguale (=).,Es gibt kein Gleichheitszeichen (=).,Não há sinal de igual (=).,Нет знака равенства (=).,Tidak ada tanda sama dengan (=).,Không có dấu '='.,ไม่มีเครื่องหมายเท่ากับ (=),Eşittir işareti (=) yok.
Free Gold,Free Gold,무료 골드,無料ゴールド,免费金币,免費金幣,Or gratuit,Oro gratis,Oro gratuito,Kostenloses Gold,Ouro Grátis,Бесплатное золото,Emas Gratis,Vàng miễn phí,ทองฟรี,Bedava Altın
Mission,Mission,미션,ミッション,任务,任務,Mission,Misión,Missione,Mission,Missão,Миссия,Misi,Nhiệm vụ,ภารกิจ,Görev
Ad Reward Received,Ad Reward Received,광고 보상 획득,広告報酬を獲得,获得广告奖励,獲得廣告獎勵,Récompense publicitaire reçue,Recompensa de anuncio recibida,Ricompensa pubblicitaria ricevuta,Werbebonus erhalten,Recompensa de Anúncio,Награда за рекламу,Hadiah Iklan,Thưởng quảng cáo,รางวัลโฆษณา,Reklam Ödülü
UnlokedM1,Unlocked.\nEnjoy the higher difficulty.,잠금해제되었습니다.\n더 높은 난이도를 즐겨보세요.,ロックが解除されました。\nより高い難易度をお楽しみください。,已解锁。\n享受更高的难度吧。,已解鎖。\n享受更高的難度吧。,Déverrouillé.\nProfitez d’un niveau de difficulté plus élevé.,Desbloqueado.\nDisfruta de una dificultad mayor.,Sbloccato.\nGoditi una difficoltà più alta.,Freigeschaltet.\nGenieße den höheren Schwierigkeitsgrad.,Desbloqueado.\nAproveite a dificuldade maior.,Разблокировано.\nСложность повышена.,Terbuka.\nNikmati kesulitan lebih tinggi.,Đã mở khóa.\nHãy thử độ khó cao hơn.,ปลดล็อกแล้ว\nสนุกกับความยากที่สูงขึ้น,Açıldı.\nDaha zorlu bir seviyenin tadını çıkarın.
UnlokedM2,Unlocked.\nEnjoy the new mode.,잠금해제되었습니다.\n새로운 모드를 즐겨보세요.,ロックが解除されました。\n新しいモードをお楽しみください。,已解锁。\n享受新的模式吧。,已解鎖。\n享受新的模式吧。,Déverrouillé.\nProfitez du nouveau mode.,Desbloqueado.\nDisfruta del nuevo modo.,Sbloccato.\nGoditi la nuova modalità.,Freigeschaltet.\nGenieße den neuen Modus.,Desbloqueado.\nAproveite o novo modo.,Разблокировано.\nНовый режим!,Terbuka.\nNikmati mode baru.,Đã mở khóa.\nHãy thử chế độ mới.,ปลดล็อกแล้ว\nสนุกกับโหมดใหม่,Açıldı.\nYeni modu deneyin.
AppSubTitle,Solve each puzzle by moving just one stick!,단 한 번의 이동으로 수식을 완성하세요!,たった1本動かして正解を見つけよう！,只需移动一根火柴，就能解开谜题！,只需移動一根火柴，就能解開謎題！,Résous l’équation avec une seule allumette !,¡Resuelve el rompecabezas moviendo solo una cerilla!,Sposta un solo fiammifero per risolvere l’equazione!,Löse das Rätsel mit nur einem Streichholz!,Resolva movendo apenas um palito!,"Решайте, двигая только одну палочку!",Selesaikan hanya dengan satu stik!,Giải bằng cách chỉ di chuyển 1 que!,แก้ปริศนาด้วยการขยับไม้เพียงอันเดียว!,Sadece bir çöpşiş hareketiyle çöz!
ValueSale,{0}% <size=32>Off</size>,{0}% <size=32>할인</size>,{0}% <size=32>セール</size>,{0}% <size=32>折扣</size>,{0}% <size=32>折扣</size>,{0}% <size=32>de réduction</size>,{0}% <size=32>de descuento</size>,<size=32>Sconto del</size> {0}% ,{0}% <size=32>Rabatt</size>,{0}% <size=32>Desconto</size>,{0}% <size=32>Скидка</size>,{0}% <size=32>Diskon</size>,{0}% <size=32>Giảm</size>,{0}% <size=32>ลดราคา</size>,{0}% <size=32>İndirim</size>
GateStage,Gate Stage {0},제 {0} 관문 스테이지,第{0}ゲートステージ,第{0}门关卡,第{0}門關卡,Stage Porte {0},Escenario Puerta {0},Fase Porta {0},Tor-Stufe {0},Estágio do Portão {0},Этап Ворот {0},Tahap Gerbang {0},Màn Quan ải {0},ด่านประตู {0},Kapı Aşaması {0}
Tutorial1,"Three random puzzles you previously solved will appear.\nTime is decreasing and red stars will fade one by one, so solve them quickly!\nProtect all 3 red stars to earn the best rewards.","지금까지 풀어온 문제 중 3개가 무작위로 등장합니다.\n줄어드는 시간과 함께 레드 별도 하나씩 사라지니, 빠르게 해결하세요!\n레드 별 3개를 모두 지켜 클리어하면 최고의 보상을 받을 수 있습니다.",これまで解いてきた問題の中からランダムで3問が登場します。\n時間が減るにつれてレッドスターも1つずつ消えていくので、素早くクリアしましょう！\nレッドスター3つを守り切ってクリアすると、最高の報酬が手に入ります。,从你之前解过的题目中会随机出现3道题。\n时间不断减少，红色星星也会一个一个消失，请快速解答！\n守住全部3颗红色星星通关，即可获得最丰厚的奖励。,會從你之前解過的題目中隨機出現3題。\n隨著時間減少，紅色星星也會一顆一顆消失，請迅速解答！\n守住全部3顆紅色星星通關，即可獲得最豐厚的獎勵。,"Trois énigmes déjà résolues apparaîtront au hasard.\nLe temps diminue et les étoiles rouges disparaissent une par une, alors agissez vite !\nProtégez les 3 étoiles rouges pour obtenir les meilleures récompenses.","Tres acertijos que ya resolviste aparecerán de forma aleatoria.\nEl tiempo disminuye y las estrellas rojas desaparecerán una a una, ¡así que resuélvelos rápido!\nSi logras mantener las 3 estrellas rojas, recibirás las mejores recompensas.","Tre puzzle già risolti appariranno in modo casuale.\nIl tempo si riduce e le stelle rosse svaniscono una a una, quindi risolvi rapidamente!\nProteggi tutte e 3 le stelle rosse per ottenere le migliori ricompense.","Drei zufällige Rätsel, die du bereits gelöst hast, erscheinen erneut.\nDie Zeit läuft ab und die roten Sterne verschwinden nacheinander – löse sie schnell!\nWenn du alle 3 roten Sterne behältst, erhältst du die besten Belohnungen.","Três quebra-cabeças que você já resolveu aparecerão aleatoriamente.\nO tempo está diminuindo e as estrelas vermelhas desaparecem uma por uma, então resolva rápido!\nProteja as 3 estrelas vermelhas para receber as melhores recompensas.","Появятся три случайные задачи, которые вы уже решали.\nВремя уменьшается, и красные звёзды будут исчезать одна за другой, поэтому решайте быстрее!\nСохраните все 3 красные звезды, чтобы получить самые лучшие награды.","Tiga teka-teki acak yang pernah kamu selesaikan akan muncul.\nWaktu terus berkurang dan bintang merah akan hilang satu per satu, jadi selesaikan dengan cepat!\nLindungi semua 3 bintang merah untuk mendapatkan hadiah terbaik.","Ba câu đố ngẫu nhiên trong số những câu bạn đã giải sẽ xuất hiện.\nThời gian giảm dần và các sao đỏ sẽ biến mất từng cái một, hãy giải thật nhanh!\nGiữ đủ 3 sao đỏ khi hoàn thành để nhận phần thưởng tốt nhất.",จะมี 3 ด่านแบบสุ่มจากด่านที่คุณเคยผ่านมาก่อนโผล่ขึ้นมา\nเวลาจะลดลงและดาวแดงจะหายไปทีละดวง รีบแก้ไขให้เร็ว!\nหากรักษาดาวแดงทั้ง 3 ดวงไว้ได้ คุณจะได้รับรางวัลที่ดีที่สุด,"Daha önce çözdüğün bulmacalardan 3 tanesi rastgele ortaya çıkacak.\nZaman azalıyor ve kırmızı yıldızlar birer birer kayboluyor, bu yüzden hızlı çöz!\nTüm 3 kırmızı yıldızı koruyarak bitirirsen en iyi ödülleri alırsın."
Quit,Quit,나가기,終了,退出,退出,Quitter,Salir,Esci,Beenden,Sair,Выйти,Keluar,Thoát,ออก,Çıkış
TimesUp,Time's UP,시간 종료,時間切れ,时间到！,時間到！,Temps écoulé !,¡Tiempo agotado!,Tempo scaduto!,Die Zeit ist um!,O tempo acabou!,Время вышло!,Waktu habis!,Hết thời gian!,หมดเวลา!,Süre doldu!
Claim1,Claim,보상 ,報酬,奖励,獎勵,Récompense,Recompensa,Ricompensa,Belohnung,Receber,Получить,Klaim,Nhận,รับ,Al
InfiniteSurvival,Watch an ad to restore 50% of the gauge\nand keep playing!,광고 시청으로 게이지 50% 보충하고\n계속 플레이하세요!,広告を見るとゲージが50%回復し、\n続けてプレイできます！,观看广告可恢复 50% 的能量槽，\n继续游戏！,觀看廣告可恢復 50% 的能量槽，\n並繼續遊戲！,Regardez une pub pour restaurer 50% de la jauge\net continuer à jouer !,Mira un anuncio para restaurar el 50% de la barra\n¡y seguir jugando!,Guarda un annuncio per ripristinare il 50% della barra\ne continuare a giocare!,"Schau dir eine Werbung an, um 50 % der Leiste\nwiederherzustellen und weiterzuspielen!",Assista a um anúncio para restaurar 50% da barra\ne continuar jogando!,"Посмотрите рекламу, чтобы восстановить 50% шкалы\nи продолжить игру!",Tonton iklan untuk memulihkan 50% bar\ndan lanjut bermain!,Xem quảng cáo để hồi phục 50% thanh năng lượng\nvà tiếp tục chơi!,ดูโฆษณาเพื่อฟื้นเกจ 50%\nแล้วเล่นต่อ!,Reklam izleyerek göstergenin %50’sini doldur\nve oynamaya devam et!
SurvivalTip,"Tip: The more you maintain your combo, the higher your score.",팁 : 콤보를 이어갈수록 점수가 더 올라갑니다.,ヒント：コンボを続けるほどスコアが上がります。,提示：连击数越高，得分越高。,提示：連擊數越高，得分越高。,"Astuce : Plus vous enchaînez les combos, plus le score augmente.","Consejo: Cuantos más combos encadenes, más sube la puntuación.","Suggerimento: Più combo fai, più alto sarà il punteggio.","Tipp: Je länger deine Kombo-Serie, desto höher die Punktzahl.","Dica: Quanto mais você mantiver o combo, maior será a pontuação.","Подсказка: чем длиннее комбо, тем выше счёт.","Tip: Semakin panjang kombo, semakin tinggi skornya.","Mẹo: Giữ combo càng lâu, điểm càng cao.",เคล็ดลับ: ยิ่งต่อคอมโบได้นาน คะแนนยิ่งสูง,İpucu: Kombo ne kadar uzun olursa puan o kadar artar.
RecentScore,Last Score,최근 점수,直近のスコア,最近分数,最近分數,Score récent,Puntuación reciente,Ultimo punteggio,Letzter Score,Pontuação recente,Последний счёт,Skor terbaru,Điểm gần nhất,คะแนนล่าสุด,Son skor
Combo,Combo,콤보,コンボ,连击,連擊,Combo,Combo,Combo,Kombo,Combo,Комбо,Kombo,Combo,คอมโบ,Kombo
DAILY,DAILY,일일,デイリー,每日,每日,Quotidien,Diario,Giornaliero,Täglich,Diário,Ежедневно,Harian,Hằng ngày,รายวัน,Günlük
CHALLENGES,CHALLENGES,도전,チャレンジ,挑战,挑戰,Défis,Desafíos,Sfide,Herausforderungen,Desafios,Испытания,Tantangan,Thử thách,ความท้าทาย,Meydan Okuma
Language,English,한국어,日本語,中文(简体),中文(繁體),Français,Español,Italiano,Deutsch,Português,Русский,Bahasa Indonesia,Tiếng Việt,ไทย,"Türkçe												"
Combo_1_Good,GOOD!,굿!,グッド！,好！,好！,BIEN !,¡BIEN!,BENE!,GUT!,BOM!,ХОРОШО!,BAGUS!,TỐT!,ดี!,İYİ!
Combo_2_Great,GREAT!,그레이트!,グレート！,太棒了！,太棒了！,GÉNIAL !,¡GENIAL!,OTTIMO!,GROSSARTIG!,ÓTIMO!,ОТЛИЧНО!,KEREN!,TUYỆT!,เยี่ยม!,HARİKA!
Combo_3_Awesome,AWESOME!,최고!,すごい！,太棒了！,太棒了！,FANTASTIQUE !,¡INCREÍBLE!,FANTASTICO!,FANTASTISCH!,INCRÍVEL!,ПОТРЯСАЮЩЕ!,LUAR BIASA!,TUYỆT VỜI!,สุดยอด!,MÜTHİŞ!
Combo_4_Amazing,AMAZING!,어메이징!,アメージング！,惊人！,驚人！,INCROYABLE !,¡INCREÍBLE!,INCREDIBILE!,ERSTAUNLICH!,INCRÍVEL!,УДИВИТЕЛЬНО!,MENAKJUBKAN!,KINH NGẠC!,เหลือเชื่อ!,ŞAŞIRTICI!
Combo_5_Fantastic,FANTASTIC!,환상적!,ファンタスティック！,太精彩了！,太精彩了！,FANTASTIQUE !,¡FANTÁSTICO!,FANTASTICO!,FANTASTISCH!,FANTÁSTICO!,ФАНТАСТИКА!,FANTASTIS!,TUYỆT VỜI!,สุดฟิน!,MUHTEŞEM!
Combo_6_Fever,FEVER TIME!,피버 타임!,フィーバータイム！,狂热时间！,狂熱時間！,MODE FIÈVRE !,¡MODO FIEBRE!,MODALITÀ FEBBRE!,FIEBERMODUS!,MODO FRENESI!,РЕЖИМ ФЕВЕР!,MODE DEMAM!,CHẾ ĐỘ SỐT!,โหมดฟีเวอร์!,ATEŞ MODU!
NickNamePopupMessage,Please enter your new nickname.,변경 할 별명을 입력해주세요.,新しいニックネームを入力してください。,请输入要更改的昵称。,請輸入要更改的暱稱。,Veuillez entrer votre nouveau pseudo.,"Por favor, ingresa tu nuevo apodo.",Inserisci il tuo nuovo nickname.,Bitte gib deinen neuen Spitznamen ein.,"Por favor, insira seu novo apelido.","Пожалуйста, введите ваш новый никнейм.",Silakan masukkan nama panggilan baru Anda.,Vui lòng nhập biệt danh mới.,กรุณากรอกชื่อเล่นใหม่ของคุณ,Lütfen yeni kullanıcı adınızı girin.
NickNamePopupTitle,Change Nickname,별명 바꾸기,ニックネーム変更,更改昵称,更改暱稱,Changer le pseudo,Cambiar apodo,Cambia nickname,Spitznamen ändern,Alterar apelido,Изменить никнейм,Ubah nama panggilan,Đổi biệt danh,เปลี่ยนชื่อเล่น,Kullanıcı Adını Değiştir
PushAlarm,Push Alarm,푸쉬 알람,プッシュ通知,推送通知,推播通知,Notification Push,Aviso Push,Notifica Push,Benachrichtigung,Push de Notificação,Уведомление Push,Push Notifikasi,Thông báo đẩy,การแจ้งเตือนแบบพุช,Push Bildirimi
Vibration,Vibration,진동,バイブレーション,振动,震動,Vibration,Vibración,Vibrazione,Vibration,Vibração,Вибрация,Getaran,Rung,การสั่นสะเทือน,Titreşim
VerifyingPurchaseRecovery,Verifying restored purchases,구매 복구 확인 중,購入復元を確認中,正在验证购买恢复,正在驗證購買復原,Verification des achats restaurés...,Verificando compras restauradas...,Verifica degli acquisti ripristinati...,Wiederhergestellte Käufe werden überprüft...,Verificando compras restauradas...,Проверка восстановленных покупок...,Memverifikasi pembelian yang dipulihkan...,Đang xác minh mua hàng đã khôi phục...,กำลังตรวจสอบการกู้คืนการซื้อ...,Geri yüklenen satın alımlar doğrulanıyor...
OfflineRecovery,Purchases are available only while online.\nPlease check your connection and try again.,온라인 상태에서만\n상품 구매가 가능합니다.\n네트워크 연결 후\n다시 시도해 주세요.,オンライン状態でのみ\n商品を購入できます。\nネットワークに接続して\nもう一度お試しください。,仅在在线状态下\n可以购买商品。\n请连接网络后\n重试。,僅在線狀態下\n才可購買商品。\n請連接網路後\n再試一次。,Achats disponibles uniquement en ligne.\nVérifiez votre connexion et réessayez.,Las compras solo están disponibles en línea.\nComprueba tu conexión e inténtalo de nuevo.,Gli acquisti sono disponibili solo online.\nControlla la connessione e riprova.,Käufe sind nur online verfügbar.\nBitte Verbindung prüfen und erneut versuchen.,As compras só estão disponíveis online.\nVerifique sua conexão e tente novamente.,Покупки доступны только онлайн.\nПроверьте соединение и попробуйте снова.,Pembelian hanya tersedia saat online.\nPeriksa koneksi dan coba lagi.,Mua hàng chỉ khả dụng khi trực tuyến.\nVui lòng kiểm tra kết nối và thử lại.,การซื้อทำได้เฉพาะขณะออนไลน์\nกรุณาตรวจสอบการเชื่อมต่อแล้วลองใหม่.,Satın alma yalnızca çevrimiçiyken mümkündür.\nBağlantınızı kontrol edip tekrar deneyin.
LaterPurchase,Purchases are temporarily unavailable. ({0})\nPlease try again later.,지금은 구매 할 수 없습니다.({0})\n잠시 후 다시 시도해주세요.,現在購入できません。({0})\nしばらくしてから\n再度お試しください。,目前无法购买。({0})\n请稍后再试。,目前無法購買。({0})\n請稍後再試。,Achat temporairement indisponible. ({0})\nVeuillez réessayer plus tard.,La compra no está disponible temporalmente. ({0})\nInténtalo más tarde.,Acquisto temporaneamente non disponibile. ({0})\nRiprova più tardi.,Kauf vorübergehend nicht verfügbar. ({0})\nBitte später erneut versuchen.,Compra temporariamente indisponível. ({0})\nTente novamente mais tarde.,Покупка временно недоступна. ({0})\nПовторите попытку позже.,Pembelian sementara tidak tersedia. ({0})\nCoba lagi nanti.,Không thể mua hàng tạm thời. ({0})\nVui lòng thử lại sau.,ไม่สามารถซื้อได้ชั่วคราว ({0})\nกรุณาลองใหม่ภายหลัง.,Satın alma geçici olarak kullanılamıyor. ({0})\nLütfen daha sonra tekrar deneyin.
RecoveryPuchaseComplete,Purchase restoration completed.,구매 복구 완료,購入復元が完了しました。,购买恢复完成。,購買復原完成。,Restauration des achats terminée.,Restauración de compras completada.,Ripristino acquisti completato.,Wiederherstellung abgeschlossen.,Restauração de compras concluída.,Восстановление покупок завершено.,Pemulihan pembelian selesai.,Đã khôi phục mua hàng.,การกู้คืนการซื้อเสร็จสมบูรณ์,Satın alma geri yükleme tamamlandı.
NoneRecovery,No purchases to restore.,복구할 상품이 없습니다.,復元できる商品がありません。,没有可恢复的商品。,沒有可復原的商品。,Aucun achat à restaurer.,No hay compras para restaurar.,Nessun acquisto da ripristinare.,Keine Käufe zum Wiederherstellen.,Não há compras para restaurar.,Нет покупок для восстановления.,Tidak ada pembelian untuk dipulihkan.,Không có mua hàng nào để khôi phục.,ไม่มีรายการให้กู้คืน,Geri yüklenecek satın alma yok.
OfflineRecovery_Restore,Purchase restoration is available only while online.\nPlease check your connection and try again.,온라인 상태에서만\n구매복구가 가능합니다.\n네트워크 연결 후\n다시 진행해 주세요.,オンライン状態でのみ\n購入復元が可能です。\nネットワーク接続後\n再度お試しください。,仅在在线状态下\n可以恢复购买。\n请连接网络后\n再试。,僅在線狀態下\n可進行購買復原。\n請連接網路後\n再試。,Restauration disponible uniquement en ligne.\nVérifiez votre connexion et réessayez.,La restauración solo está disponible en línea.\nComprueba tu conexión e inténtalo de nuevo.,Il ripristino è disponibile solo online.\nControlla la connessione e riprova.,Wiederherstellung nur online möglich.\nBitte Verbindung prüfen und erneut versuchen.,A restauração só está disponível online.\nVerifique sua conexão e tente novamente.,Восстановление доступно только онлайн.\nПроверьте соединение и попробуйте снова.,Pemulihan hanya tersedia saat online.\nPeriksa koneksi dan coba lagi.,Khôi phục mua hàng chỉ khả dụng khi trực tuyến.\nVui lòng kiểm tra kết nối và thử lại.,กู้คืนการซื้อได้เฉพาะขณะออนไลน์\nกรุณาตรวจสอบการเชื่อมต่อแล้วลองใหม่.,Satın alma geri yükleme yalnızca çevrimiçiyken mümkündür.\nBağlantınızı kontrol edip tekrar deneyin.
FailPuchaseInit,Failed to load products.\nPlease try again later.,상품 목록 초기화에\n실패했습니다.\n잠시 후 다시 진행해 주세요.,商品リストの初期化に\n失敗しました。\nしばらくしてから\n再度お試しください。,商品列表初始化失败。\n请稍后再试。,商品清單初始化失敗。\n請稍後再試。,Échec du chargement des produits.\nVeuillez réessayer plus tard.,Error al cargar los productos.\nInténtalo de nuevo más tarde.,Impossibile caricare i prodotti.\nRiprova più tardi.,Produkte konnten nicht geladen werden.\nBitte später erneut versuchen.,Falha ao carregar produtos.\nTente novamente mais tarde.,Не удалось загрузить товары.\nПовторите попытку позже.,Gagal memuat produk.\nCoba lagi nanti.,Không thể tải sản phẩm.\nVui lòng thử lại sau.,โหลดสินค้าไม่สำเร็จ\nกรุณาลองใหม่ภายหลัง.,Ürünler yüklenemedi.\nLütfen daha sonra tekrar deneyin.
OfflineAd,Ads are available only while online.\nPlease check your connection and try again.,온라인 상태에서만\n광고 보기가 가능합니다.\n네트워크 연결 후\n다시 시도해 주세요.,オンライン状態でのみ\n広告を視聴できます。\nネットワーク接続後\n再度お試しください。,仅在在线状态下\n可以观看广告。\n请连接网络后\n重试。,僅在線狀態下\n可觀看廣告。\n請連接網路後\n再試。,Les publicités sont disponibles uniquement en ligne.\nVérifiez votre connexion et réessayez.,Los anuncios solo están disponibles en línea.\nComprueba tu conexión e inténtalo de nuevo.,Gli annunci sono disponibili solo online.\nControlla la connessione e riprova.,Werbung ist nur online verfügbar.\nBitte Verbindung prüfen und erneut versuchen.,Os anúncios só estão disponíveis online.\nVerifique sua conexão e tente novamente.,Реклама доступна только онлайн.\nПроверьте соединение и попробуйте снова.,Iklan hanya tersedia saat online.\nPeriksa koneksi dan coba lagi.,Quảng cáo chỉ khả dụng khi trực tuyến.\nVui lòng kiểm tra kết nối và thử lại.,ดูโฆษณาได้เฉพาะขณะออนไลน์\nกรุณาตรวจสอบการเชื่อมต่อแล้วลองใหม่.,Reklamlar yalnızca çevrimiçiyken kullanılabilir.\nBağlantınızı kontrol edip tekrar deneyin.
FailAdLoad,The ad isn't ready yet.\nPlease try again shortly.,광고 준비가 안되었습니다.\n잠시 후 다시 시도해 주세요.,広告の準備が\nできていません。\nしばらくしてから\n再度お試しください。,广告尚未准备好。\n请稍后再试。,廣告尚未準備完成。\n請稍後再試。,La publicité n'est pas encore prête.\nVeuillez réessayer bientôt.,El anuncio aún no está listo.\nVuelve a intentarlo en un momento.,L'annuncio non è ancora pronto.\nRiprova tra poco.,Die Werbung ist noch nicht bereit.\nBitte in Kürze erneut versuchen.,O anúncio ainda não está pronto.\nTente novamente em instantes.,Реклама еще не готова.\nПовторите попытку чуть позже.,Iklan belum siap.\nCoba lagi sebentar lagi.,Quảng cáo chưa sẵn sàng.\nVui lòng thử lại trong giây lát.,โฆษณายังไม่พร้อม\nกรุณาลองใหม่อีกสักครู่.,Reklam henüz hazır değil.\nLütfen kısa süre sonra tekrar deneyin.
Checking account,Checking account...,계정 확인 중…,アカウント確認中…,正在检查账号…,正在檢查帳號…,Vérification du compte…,Comprobando cuenta…,Verifica dell'account…,Kontoprüfung läuft…,Verificando conta…,Проверка аккаунта…,Memeriksa akun…,Đang kiểm tra tài khoản…,กำลังตรวจสอบบัญชี…,Hesap kontrol ediliyor...
Checking version,Checking version...,버전 확인 중…,バージョン確認中…,正在检查版本…,正在檢查版本…,Vérification de la version…,Comprobando versión…,Verifica della versione…,Versionsprüfung läuft…,Verificando versão…,Проверка версии…,Memeriksa versi…,Đang kiểm tra phiên bản…,กำลังตรวจสอบเวอร์ชัน…,Sürüm kontrol ediliyor...
Coming Soon,Coming Soon,출시 예정,近日公開,即将推出,即將推出,Bientôt disponible,Próximamente,Prossimamente,Demnächst,Em breve,Скоро,Segera Hadir,Sắp ra mắt,เร็วๆ นี้,Yakında
Get3RedStars,Get 3 Red Stars!,레드 스타 3개를 모으세요!,レッドスターを3つ集めよう！,获得3颗红星！,獲得3顆紅星！,Obtenez 3 étoiles rouges !,¡Consigue 3 estrellas rojas!,Ottieni 3 stelle rosse!,Hol dir 3 rote Sterne!,Ganhe 3 estrelas vermelhas!,Получите 3 красные звезды!,Dapatkan 3 Bintang Merah!,Thu thập 3 Ngôi sao Đỏ!,รับดาวแดง 3 ดวง!,3 Kırmızı Yıldız kazanın!
GoNavigate,Go,이동하기,移動,前往,前往,Aller,Ir,Vai,Gehen,Ir,Перейти,Pergi,Đi,ไป,Git
RedStarListEmpty,"Right now, there are no gate stages where you can earn more red stars.",지금은 레드 스타를 더 모을 수 있는 관문 스테이지가 없습니다.,現在、レッドスターをさらに集められる関門ステージはありません。,目前没有可收集更多红星的关卡阶段。,目前沒有可收集更多紅星的關卡階段。,"Actuellement, il n'y a aucune étape-passage pour gagner plus d'étoiles rouges.","Por ahora, no hay etapas de acceso para conseguir más estrellas rojas.","Al momento, non ci sono livelli di passaggio per ottenere altre stelle rosse.","Derzeit gibt es keine Tor-Phasen, in denen du weitere rote Sterne sammeln kannst.","No momento, não há fases de portão para coletar mais estrelas vermelhas.","Сейчас нет этапов-ворот, где можно получить больше красных звёзд.",Saat ini tidak ada tahap gerbang untuk mengumpulkan lebih banyak bintang merah.,Hiện không có cửa ải nào để thu thập thêm ngôi sao đỏ.,ตอนนี้ไม่มีด่านที่สามารถเก็บดาวแดงเพิ่มได้,"Şu anda, daha fazla kırmızı yıldız toplayabileceğiniz kapı aşaması yok."
RedStarListAllClear,You've collected all red stars.,레드 스타를 모두 모았습니다.,レッドスターをすべて集めました。,已收集所有红星！,已收集所有紅星！,Vous avez collecté toutes les étoiles rouges.,¡Has conseguido todas las estrellas rojas!,Hai raccolto tutte le stelle rosse.,Du hast alle roten Sterne gesammelt.,Você coletou todas as estrelas vermelhas.,Вы собрали все красные звёзды.,Anda telah mengumpulkan semua bintang merah.,Bạn đã thu thập tất cả ngôi sao đỏ.,คุณเก็บดาวแดงครบแล้ว,Tüm kırmızı yıldızları topladın.
Next,Next,다음,次へ,下一步,下一步,Suivant,Siguiente,Avanti,Weiter,Próximo,Далее,Berikutnya,Tiếp,ถัดไป,Sonraki
PremiumPack,Premium Pack,프리미엄 팩,プレミアムパック,高级礼包,高級禮包,Pack Premium,Pack premium,Pacchetto premium,Premium-Paket,Pacote premium,Премиум-пакет,Paket Premium,Gói Premium,แพ็กพรีเมียม,Premium Paket
RemainingTime,Remaining time :,남은 시간 :,残り時間：,剩余时间：,剩餘時間：,Temps restant :,Tiempo restante :,Tempo rimanente :,Verbleibende Zeit :,Tempo restante :,Осталось времени :,Waktu tersisa :,Thời gian còn lại :,เวลาที่เหลือ :,Kalan süre :
